"COU","Country","IND","Indicator","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,19151.019,,
"LUX","Luxembourg","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,25169.49,,
"LUX","Luxembourg","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,24697.585,,
"LUX","Luxembourg","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,28906.848,,
"LUX","Luxembourg","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,21269.716,,
"LUX","Luxembourg","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,20274.998,,
"LUX","Luxembourg","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,24253.902,,
"LUX","Luxembourg","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,13694.096,,
"LUX","Luxembourg","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,14274.689,,
"LUX","Luxembourg","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,21501.328,,
"LUX","Luxembourg","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,25869.806,,
"LUX","Luxembourg","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,17308.52,,
"LUX","Luxembourg","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,23498.574,,
"LUX","Luxembourg","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,22704.914,,
"LUX","Luxembourg","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,27129.914,,
"LUX","Luxembourg","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,19633.103,,
"LUX","Luxembourg","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,18555.761,,
"LUX","Luxembourg","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,22262.494,,
"LUX","Luxembourg","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,1625.225,,
"LUX","Luxembourg","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,1612.782,,
"LUX","Luxembourg","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,1562.043,,
"LUX","Luxembourg","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,1567.894,,
"LUX","Luxembourg","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,1842.499,,
"LUX","Luxembourg","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,1670.916,,
"LUX","Luxembourg","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,1992.672,,
"LUX","Luxembourg","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,1776.934,,
"LUX","Luxembourg","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,1636.614,,
"LUX","Luxembourg","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,1719.236,,
"LUX","Luxembourg","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,1991.408,,
"MEX","Mexico","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,17702.481,,
"MEX","Mexico","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,18855.017,,
"MEX","Mexico","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,17527.672,,
"MEX","Mexico","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,19548.075,,
"MEX","Mexico","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,22682.505,,
"MEX","Mexico","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,23596.026,,
"MEX","Mexico","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,27184.19,,
"MEX","Mexico","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,27348.64,,
"MEX","Mexico","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,24929.08,,
"MEX","Mexico","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,24150.146,,
"MEX","Mexico","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,26568.839,,
"MEX","Mexico","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,7711.555,,
"MEX","Mexico","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,8401.828,,
"MEX","Mexico","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,7713.824,,
"MEX","Mexico","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,9015.874,,
"MEX","Mexico","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,10142.817,,
"MEX","Mexico","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,10899.985,,
"MEX","Mexico","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,12522.976,,
"MEX","Mexico","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,12812.494,,
"MEX","Mexico","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,11529.685,,
"MEX","Mexico","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,11266.028,,
"MEX","Mexico","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,11420.996,,
"MEX","Mexico","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,9990.926,,
"MEX","Mexico","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,10453.189,,
"MEX","Mexico","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,9813.848,,
"MEX","Mexico","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,10532.202,,
"MEX","Mexico","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,12539.688,,
"MEX","Mexico","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,12696.041,,
"MEX","Mexico","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,14661.215,,
"MEX","Mexico","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,14536.146,,
"MEX","Mexico","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,13399.396,,
"MEX","Mexico","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,12884.118,,
"MEX","Mexico","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,15147.843,,
"NLD","Netherlands","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,65221.125,,
"NLD","Netherlands","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,71599.254,,
"NLD","Netherlands","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,67166.001,,
"NLD","Netherlands","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,52399.185,,
"NLD","Netherlands","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,58577.455,,
"NLD","Netherlands","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,51269.855,,
"NLD","Netherlands","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,51127.306,,
"NLD","Netherlands","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,48538.554,,
"NLD","Netherlands","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,37384.423,,
"NLD","Netherlands","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,77305.624,,
"NLD","Netherlands","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,80266.179,,
"NLD","Netherlands","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,36558.485,,
"NLD","Netherlands","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,39069.852,,
"NLD","Netherlands","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,34140.761,,
"NLD","Netherlands","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,26774.194,,
"NLD","Netherlands","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,30132.539,,
"NLD","Netherlands","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,24393.108,,
"NLD","Netherlands","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,24256.492,,
"NLD","Netherlands","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,23171.405,,
"NLD","Netherlands","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,16299.954,,
"NLD","Netherlands","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,15187.463,,
"NLD","Netherlands","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,14618.028,,
"NLD","Netherlands","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,28662.641,,
"NLD","Netherlands","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,32529.402,,
"NLD","Netherlands","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,33025.24,,
"NLD","Netherlands","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,25624.991,,
"NLD","Netherlands","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,28444.916,,
"NLD","Netherlands","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,26876.747,,
"NLD","Netherlands","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,26870.814,,
"NLD","Netherlands","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,25367.149,,
"NLD","Netherlands","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,21084.469,,
"NLD","Netherlands","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,62118.161,,
"NLD","Netherlands","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,64657.614,,
"NZL","New Zealand","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,3314.723,,
"NZL","New Zealand","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,3149.114,,
"NZL","New Zealand","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,2947.643,,
"NZL","New Zealand","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,3372.356,,
"NZL","New Zealand","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,4589.707,,
"NZL","New Zealand","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,5138.559,,
"NZL","New Zealand","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,5359.069,,
"NZL","New Zealand","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,4656.985,,
"NZL","New Zealand","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,4753.137,,
"NZL","New Zealand","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,5144.207,,
"NZL","New Zealand","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,3314.723,,
"NZL","New Zealand","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,3149.114,,
"NZL","New Zealand","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,2947.643,,
"NZL","New Zealand","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,3372.356,,
"NZL","New Zealand","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,4589.707,,
"NZL","New Zealand","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,5138.559,,
"NZL","New Zealand","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,5359.069,,
"NZL","New Zealand","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,4656.985,,
"NZL","New Zealand","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,4753.137,,
"NZL","New Zealand","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,5144.207,,
"NOR","Norway","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,19784.713,,
"NOR","Norway","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,24185.224,,
"NOR","Norway","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,9289.441,,
"NOR","Norway","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,20570.081,,
"NOR","Norway","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,23793.995,,
"NOR","Norway","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,25748.174,,
"NOR","Norway","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,25535.504,,
"NOR","Norway","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,26461.356,,
"NOR","Norway","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,20647.109,,
"NOR","Norway","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,20209.811,,
"NOR","Norway","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,20406.633,,
"NOR","Norway","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,12070.117,,
"NOR","Norway","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,14205.496,,
"NOR","Norway","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,11016.738,,
"NOR","Norway","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,12771.1,,
"NOR","Norway","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,14051.053,,
"NOR","Norway","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,13838.128,,
"NOR","Norway","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,14628.594,,
"NOR","Norway","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,11382.994,,
"NOR","Norway","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,11201.555,,
"NOR","Norway","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,11312.996,,
"NOR","Norway","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,7714.596,,
"NOR","Norway","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,9979.727,,
"NOR","Norway","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,9289.441,,
"NOR","Norway","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,9553.343,,
"NOR","Norway","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,11022.895,,
"NOR","Norway","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,11697.121,,
"NOR","Norway","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,11697.377,,
"NOR","Norway","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,11832.762,,
"NOR","Norway","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,9264.115,,
"NOR","Norway","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,9008.256,,
"NOR","Norway","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,9093.637,,
"POL","Poland","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,15796.756,,
"POL","Poland","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,24641.334,,
"POL","Poland","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,16475.096,,
"POL","Poland","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,17963.082,,
"POL","Poland","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,19289.06,,
"POL","Poland","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,19231.137,,
"POL","Poland","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,18307.441,,
"POL","Poland","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,17412.029,,
"POL","Poland","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,14538.692,,
"POL","Poland","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,14213.102,,
"POL","Poland","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,16498.589,,
"POL","Poland","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,9213.197,,
"POL","Poland","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,16181.845,,
"POL","Poland","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,9705.006,,
"POL","Poland","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,10421.34,,
"POL","Poland","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,10749.327,,
"POL","Poland","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,11170.439,,
"POL","Poland","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,9891.701,,
"POL","Poland","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,9087.491,,
"POL","Poland","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,7302.083,,
"POL","Poland","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,6050.723,,
"POL","Poland","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,6498.769,,
"POL","Poland","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,6583.558,,
"POL","Poland","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,8459.489,,
"POL","Poland","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,6770.091,,
"POL","Poland","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,7541.742,,
"POL","Poland","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,8539.734,,
"POL","Poland","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,8060.698,,
"POL","Poland","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,8415.741,,
"POL","Poland","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,8324.537,,
"POL","Poland","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,7236.609,,
"POL","Poland","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,8162.379,,
"POL","Poland","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,9999.82,,
"PRT","Portugal","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,18707.441,,
"PRT","Portugal","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,22513.574,,
"PRT","Portugal","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,19727.037,,
"PRT","Portugal","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,21045.776,,
"PRT","Portugal","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,15621.987,,
"PRT","Portugal","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,13559.542,,
"PRT","Portugal","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,16997.87,,
"PRT","Portugal","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,18642.341,,
"PRT","Portugal","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,13939.169,,
"PRT","Portugal","I_1","Total gross premiums > Total","2016","2016","USD","US Dollar","6","Millions",,,12070.983,,
"PRT","Portugal","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,12909.062,,
"PRT","Portugal","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,12599.46,,
"PRT","Portugal","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,15988.745,,
"PRT","Portugal","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,13956.844,,
"PRT","Portugal","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,15703.444,,
"PRT","Portugal","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,10029.832,,
"PRT","Portugal","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,8582.478,,
"PRT","Portugal","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,11981.014,,
"PRT","Portugal","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,13598.697,,
"PRT","Portugal","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,9407.337,,
"PRT","Portugal","I_2","Total gross premiums > Life","2016","2016","USD","US Dollar","6","Millions",,,7195.345,,
"PRT","Portugal","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,7561.824,,
"PRT","Portugal","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,6107.981,,
"PRT","Portugal","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,6524.83,,
"PRT","Portugal","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,5770.192,,
"PRT","Portugal","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,5342.332,,
"PRT","Portugal","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,5592.155,,
"PRT","Portugal","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,4977.063,,
"PRT","Portugal","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,5016.856,,
"PRT","Portugal","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,5043.643,,
"PRT","Portugal","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,4531.832,,
"PRT","Portugal","I_3","Total gross premiums > Non-Life","2016","2016","USD","US Dollar","6","Millions",,,4875.638,,
"PRT","Portugal","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,5347.238,,
"SVK","Slovak Republic","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,2323.965,,
"SVK","Slovak Republic","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,2996.968,,
"SVK","Slovak Republic","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,2887.211,,
"SVK","Slovak Republic","I_1","Total gross premiums > Total","2010","2010","USD","US Dollar","6","Millions",,,2812.776,,
"SVK","Slovak Republic","I_1","Total gross premiums > Total","2011","2011","USD","US Dollar","6","Millions",,,2994.475,,
"SVK","Slovak Republic","I_1","Total gross premiums > Total","2012","2012","USD","US Dollar","6","Millions",,,2771.807,,
"SVK","Slovak Republic","I_1","Total gross premiums > Total","2013","2013","USD","US Dollar","6","Millions",,,2958.334,,
"SVK","Slovak Republic","I_1","Total gross premiums > Total","2014","2014","USD","US Dollar","6","Millions",,,2982.451,,
"SVK","Slovak Republic","I_1","Total gross premiums > Total","2015","2015","USD","US Dollar","6","Millions",,,2399.03,,
"SVK","Slovak Republic","I_1","Total gross premiums > Total","2017","2017","USD","US Dollar","6","Millions",,,5034.997,,
"SVK","Slovak Republic","I_2","Total gross premiums > Life","2007","2007","USD","US Dollar","6","Millions",,,1153.787,,
"SVK","Slovak Republic","I_2","Total gross premiums > Life","2008","2008","USD","US Dollar","6","Millions",,,1568.327,,
"SVK","Slovak Republic","I_2","Total gross premiums > Life","2009","2009","USD","US Dollar","6","Millions",,,1486.476,,
"SVK","Slovak Republic","I_2","Total gross premiums > Life","2010","2010","USD","US Dollar","6","Millions",,,1492.086,,
"SVK","Slovak Republic","I_2","Total gross premiums > Life","2011","2011","USD","US Dollar","6","Millions",,,1591.909,,
"SVK","Slovak Republic","I_2","Total gross premiums > Life","2012","2012","USD","US Dollar","6","Millions",,,1492.721,,
"SVK","Slovak Republic","I_2","Total gross premiums > Life","2013","2013","USD","US Dollar","6","Millions",,,1641.087,,
"SVK","Slovak Republic","I_2","Total gross premiums > Life","2014","2014","USD","US Dollar","6","Millions",,,1618.675,,
"SVK","Slovak Republic","I_2","Total gross premiums > Life","2015","2015","USD","US Dollar","6","Millions",,,1228.904,,
"SVK","Slovak Republic","I_2","Total gross premiums > Life","2017","2017","USD","US Dollar","6","Millions",,,3703.279,,
"SVK","Slovak Republic","I_3","Total gross premiums > Non-Life","2007","2007","USD","US Dollar","6","Millions",,,1170.178,,
"SVK","Slovak Republic","I_3","Total gross premiums > Non-Life","2008","2008","USD","US Dollar","6","Millions",,,1428.642,,
"SVK","Slovak Republic","I_3","Total gross premiums > Non-Life","2009","2009","USD","US Dollar","6","Millions",,,1400.735,,
"SVK","Slovak Republic","I_3","Total gross premiums > Non-Life","2010","2010","USD","US Dollar","6","Millions",,,1320.689,,
"SVK","Slovak Republic","I_3","Total gross premiums > Non-Life","2011","2011","USD","US Dollar","6","Millions",,,1402.566,,
"SVK","Slovak Republic","I_3","Total gross premiums > Non-Life","2012","2012","USD","US Dollar","6","Millions",,,1279.086,,
"SVK","Slovak Republic","I_3","Total gross premiums > Non-Life","2013","2013","USD","US Dollar","6","Millions",,,1317.247,,
"SVK","Slovak Republic","I_3","Total gross premiums > Non-Life","2014","2014","USD","US Dollar","6","Millions",,,1363.777,,
"SVK","Slovak Republic","I_3","Total gross premiums > Non-Life","2015","2015","USD","US Dollar","6","Millions",,,1170.126,,
"SVK","Slovak Republic","I_3","Total gross premiums > Non-Life","2017","2017","USD","US Dollar","6","Millions",,,1331.717,,
"ESP","Spain","I_1","Total gross premiums > Total","2007","2007","USD","US Dollar","6","Millions",,,78349.387,,
"ESP","Spain","I_1","Total gross premiums > Total","2008","2008","USD","US Dollar","6","Millions",,,91434.469,,
"ESP","Spain","I_1","Total gross premiums > Total","2009","2009","USD","US Dollar","6","Millions",,,85164.07,,
